Pokemon_Name,Pokemon_Tier,Level,HP_Percent,Status_Effect,Pokeball_Type,Catch_Result
Gible,Rare,59,55,Poison,Great Ball,Escaped
Lapras,Rare,20,81,None,Ultra Ball,Escaped
Snorlax,Rare,10,29,Sleep,Ultra Ball,Caught
Magikarp,Common,54,22,None,Poke Ball,Escaped
Palkia,Legendary,97,7,None,Great Ball,Escaped
Pidgey,Common,6,10,Sleep,Poke Ball,Caught
Bidoof,Common,31,29,None,Great Ball,Escaped
Oddish,Common,67,48,None,Poke Ball,Escaped
Scyther,Rare,12,80,None,Great Ball,Escaped
Beldum,Rare,22,51,Sleep,Great Ball,Escaped
Dratini,Rare,15,71,Sleep,Great Ball,Escaped
Caterpie,Common,94,75,Sleep,Ultra Ball,Escaped
Pidgey,Common,20,15,None,Ultra Ball,Caught
Lapras,Rare,77,92,None,Great Ball,Escaped
Zubat,Common,78,98,Sleep,Poke Ball,Escaped
Oddish,Common,23,69,Sleep,Poke Ball,Caught
Pidgey,Common,32,75,Poison,Poke Ball,Escaped
Kyogre,Legendary,89,27,Poison,Ultra Ball,Escaped
Bidoof,Common,30,90,None,Great Ball,Escaped
Bagon,Rare,37,24,Sleep,Great Ball,Caught
Zubat,Common,15,39,Paralyze,Ultra Ball,Caught
Weedle,Common,83,95,Sleep,Great Ball,Escaped
Geodude,Common,100,30,None,Great Ball,Escaped
Rattata,Common,50,45,Sleep,Ultra Ball,Caught
Sentret,Common,22,4,None,Poke Ball,Escaped
Oddish,Common,33,58,None,Ultra Ball,Escaped
Poliwag,Common,7,93,Sleep,Ultra Ball,Caught
Dialga,Legendary,55,37,Sleep,Ultra Ball,Escaped
Dratini,Rare,100,76,None,Great Ball,Escaped
Arcanine,Rare,80,97,Paralyze,Great Ball,Escaped
Pidgey,Common,97,99,None,Ultra Ball,Escaped
Weedle,Common,93,90,Sleep,Poke Ball,Escaped
Bagon,Rare,70,1,Sleep,Ultra Ball,Caught
Bidoof,Common,28,74,Paralyze,Great Ball,Caught
Geodude,Common,4,67,Sleep,Poke Ball,Escaped
Bagon,Rare,22,29,Paralyze,Poke Ball,Escaped
Mewtwo,Legendary,90,31,Poison,Ultra Ball,Escaped
Gible,Rare,86,97,Sleep,Great Ball,Escaped
Magikarp,Common,7,54,None,Great Ball,Escaped
Geodude,Common,64,20,Paralyze,Ultra Ball,Caught
Lapras,Rare,81,25,None,Poke Ball,Escaped
Pidgey,Common,85,64,Poison,Ultra Ball,Escaped
Beldum,Rare,11,45,None,Poke Ball,Escaped
Caterpie,Common,49,8,None,Ultra Ball,Caught
Oddish,Common,94,99,Paralyze,Poke Ball,Escaped
Geodude,Common,83,15,None,Great Ball,Caught
Zigzagoon,Common,14,15,None,Ultra Ball,Caught
Weedle,Common,58,26,Paralyze,Ultra Ball,Caught
Zigzagoon,Common,47,45,None,Poke Ball,Escaped
Aerodactyl,Rare,88,93,None,Poke Ball,Escaped
Mewtwo,Legendary,77,41,None,Poke Ball,Escaped
Weedle,Common,35,7,None,Great Ball,Escaped
Sentret,Common,85,90,None,Ultra Ball,Escaped
Pidgey,Common,31,88,Paralyze,Poke Ball,Escaped
Chansey,Rare,46,81,None,Great Ball,Escaped
Caterpie,Common,39,5,Paralyze,Ultra Ball,Caught
Rayquaza,Legendary,26,82,Poison,Poke Ball,Escaped
Sentret,Common,52,14,None,Great Ball,Caught
Beldum,Rare,15,88,None,Great Ball,Escaped
Bidoof,Common,13,100,Poison,Ultra Ball,Caught
Bidoof,Common,38,87,None,Ultra Ball,Caught
Oddish,Common,44,50,Poison,Ultra Ball,Caught
Arceus,Legendary,51,71,Paralyze,Poke Ball,Escaped
Gyarados,Rare,68,58,None,Ultra Ball,Escaped
Aerodactyl,Rare,73,65,None,Great Ball,Escaped
Arceus,Legendary,84,77,Poison,Poke Ball,Escaped
Dialga,Legendary,44,95,Paralyze,Poke Ball,Escaped
Pidgey,Common,96,13,None,Poke Ball,Escaped
Oddish,Common,52,43,Paralyze,Ultra Ball,Caught
Oddish,Common,63,53,Sleep,Poke Ball,Escaped
Arceus,Legendary,99,35,None,Poke Ball,Escaped
Poliwag,Common,11,91,Paralyze,Great Ball,Caught
Gyarados,Rare,26,22,Poison,Ultra Ball,Escaped
Geodude,Common,94,25,Poison,Ultra Ball,Caught
Aerodactyl,Rare,44,22,Paralyze,Poke Ball,Escaped
Weedle,Common,89,31,Sleep,Poke Ball,Escaped
Poliwag,Common,65,89,None,Great Ball,Escaped
Sentret,Common,97,58,None,Ultra Ball,Escaped
Rayquaza,Legendary,21,41,None,Ultra Ball,Escaped
Poliwag,Common,72,29,Paralyze,Great Ball,Caught
Geodude,Common,29,28,None,Ultra Ball,Caught
Chansey,Rare,59,72,None,Ultra Ball,Escaped
Bagon,Rare,81,69,Paralyze,Ultra Ball,Escaped
Arceus,Legendary,99,88,None,Ultra Ball,Escaped
Dialga,Legendary,78,17,None,Great Ball,Escaped
Rattata,Common,12,55,Paralyze,Great Ball,Escaped
Zubat,Common,85,67,Sleep,Great Ball,Escaped
Zubat,Common,65,11,Poison,Poke Ball,Escaped
Sentret,Common,62,76,Paralyze,Poke Ball,Escaped
Weedle,Common,71,67,None,Ultra Ball,Escaped
Rattata,Common,45,54,None,Ultra Ball,Escaped
Dratini,Rare,7,34,Paralyze,Poke Ball,Caught
Zigzagoon,Common,55,83,Paralyze,Ultra Ball,Caught
Weedle,Common,21,76,None,Poke Ball,Escaped
Snorlax,Rare,29,80,Poison,Great Ball,Escaped
Rattata,Common,100,99,None,Great Ball,Escaped
Pidgey,Common,26,27,None,Ultra Ball,Caught
Zubat,Common,49,94,None,Ultra Ball,Escaped
Poliwag,Common,11,11,Sleep,Great Ball,Caught
Pidgey,Common,63,60,None,Ultra Ball,Escaped
Oddish,Common,54,94,None,Ultra Ball,Caught
Gyarados,Rare,13,7,Paralyze,Poke Ball,Caught
Zapdos,Legendary,26,38,Poison,Great Ball,Escaped
Pidgey,Common,39,28,None,Poke Ball,Escaped
Pidgey,Common,46,44,Paralyze,Great Ball,Caught
Gyarados,Rare,56,71,None,Poke Ball,Escaped
Poliwag,Common,84,13,Sleep,Poke Ball,Escaped
Bidoof,Common,37,64,None,Poke Ball,Escaped
Geodude,Common,58,33,Poison,Ultra Ball,Caught
Gyarados,Rare,73,66,Paralyze,Great Ball,Escaped
Snorlax,Rare,51,41,Poison,Great Ball,Escaped
Gible,Rare,61,82,Paralyze,Ultra Ball,Caught
Pidgey,Common,90,4,Sleep,Ultra Ball,Caught
Lapras,Rare,93,15,Poison,Great Ball,Escaped
Scyther,Rare,83,46,None,Poke Ball,Escaped
Sentret,Common,93,77,Sleep,Ultra Ball,Caught
Geodude,Common,47,87,Sleep,Ultra Ball,Caught
Mewtwo,Legendary,82,28,Paralyze,Ultra Ball,Escaped
Dratini,Rare,19,29,None,Great Ball,Escaped
Chansey,Rare,52,18,Sleep,Ultra Ball,Caught
Poliwag,Common,86,87,Sleep,Ultra Ball,Escaped
Lugia,Legendary,45,5,None,Great Ball,Escaped
Zigzagoon,Common,50,54,Paralyze,Poke Ball,Escaped
Pidgey,Common,59,44,Sleep,Great Ball,Caught
Oddish,Common,71,52,None,Great Ball,Escaped
Zubat,Common,73,16,None,Poke Ball,Escaped
Zigzagoon,Common,97,69,None,Ultra Ball,Escaped
Weedle,Common,4,26,None,Great Ball,Escaped
Gible,Rare,68,80,Sleep,Poke Ball,Escaped
Zubat,Common,12,83,Sleep,Ultra Ball,Caught
Zubat,Common,9,4,None,Great Ball,Caught
Giratina,Legendary,5,66,Poison,Ultra Ball,Escaped
Zubat,Common,43,41,Sleep,Great Ball,Caught
Gyarados,Rare,6,88,None,Ultra Ball,Escaped
Poliwag,Common,19,18,Sleep,Great Ball,Caught
Gible,Rare,71,63,None,Great Ball,Escaped
Zubat,Common,99,98,Paralyze,Ultra Ball,Escaped
Zigzagoon,Common,54,86,Sleep,Poke Ball,Escaped
Poliwag,Common,35,21,None,Ultra Ball,Caught
Gible,Rare,82,30,Paralyze,Poke Ball,Escaped
Geodude,Common,85,15,Sleep,Poke Ball,Escaped
Oddish,Common,34,58,Paralyze,Ultra Ball,Caught
Chansey,Rare,15,87,None,Great Ball,Escaped
Zubat,Common,89,42,Sleep,Poke Ball,Escaped
Zigzagoon,Common,78,93,Paralyze,Poke Ball,Escaped
Caterpie,Common,15,37,Sleep,Great Ball,Caught
Bagon,Rare,24,53,None,Great Ball,Escaped
Poliwag,Common,40,50,Sleep,Poke Ball,Caught
Caterpie,Common,92,30,Poison,Poke Ball,Escaped
Snorlax,Rare,28,87,Sleep,Great Ball,Escaped
Zubat,Common,85,45,Sleep,Ultra Ball,Caught
Rattata,Common,94,98,None,Ultra Ball,Escaped
Zubat,Common,23,72,None,Poke Ball,Escaped
Oddish,Common,9,36,Poison,Great Ball,Escaped
Poliwag,Common,64,12,None,Ultra Ball,Caught
Zigzagoon,Common,25,41,Sleep,Ultra Ball,Caught
Arcanine,Rare,30,43,None,Ultra Ball,Escaped
Bidoof,Common,72,16,None,Poke Ball,Escaped
Bidoof,Common,12,57,Sleep,Great Ball,Caught
Aerodactyl,Rare,81,44,Poison,Great Ball,Escaped
Poliwag,Common,10,92,Paralyze,Great Ball,Caught
Geodude,Common,2,98,None,Great Ball,Escaped
Bidoof,Common,2,31,None,Poke Ball,Escaped
Bidoof,Common,98,88,Paralyze,Great Ball,Escaped
Caterpie,Common,42,74,None,Ultra Ball,Escaped
Oddish,Common,13,33,Sleep,Great Ball,Caught
Sentret,Common,81,45,Paralyze,Ultra Ball,Caught
Zigzagoon,Common,56,20,None,Ultra Ball,Caught
Scyther,Rare,14,63,None,Poke Ball,Escaped
Beldum,Rare,1,43,Paralyze,Poke Ball,Escaped
Sentret,Common,13,48,None,Ultra Ball,Caught
Zubat,Common,16,45,Poison,Ultra Ball,Caught
Kyogre,Legendary,72,21,None,Poke Ball,Escaped
Zubat,Common,59,65,None,Poke Ball,Escaped
Magikarp,Common,7,60,None,Poke Ball,Escaped
Geodude,Common,37,44,None,Poke Ball,Escaped
Zigzagoon,Common,4,65,Sleep,Poke Ball,Escaped
Sentret,Common,60,18,Paralyze,Poke Ball,Caught
Bagon,Rare,29,3,Paralyze,Poke Ball,Caught
Geodude,Common,25,84,None,Poke Ball,Escaped
Rattata,Common,96,28,Paralyze,Great Ball,Escaped
Poliwag,Common,60,10,Sleep,Great Ball,Caught
Snorlax,Rare,52,93,None,Poke Ball,Escaped
Lapras,Rare,72,99,Poison,Ultra Ball,Escaped
Palkia,Legendary,12,100,Sleep,Great Ball,Escaped
Pidgey,Common,50,59,Sleep,Poke Ball,Escaped
Gible,Rare,85,33,Poison,Poke Ball,Escaped
Bagon,Rare,79,58,Sleep,Ultra Ball,Escaped
Oddish,Common,43,59,Sleep,Poke Ball,Escaped
Dratini,Rare,48,43,None,Ultra Ball,Escaped
Dialga,Legendary,86,76,Poison,Ultra Ball,Escaped
Sentret,Common,42,33,Paralyze,Poke Ball,Caught
Lapras,Rare,38,40,None,Great Ball,Escaped
Gyarados,Rare,42,48,None,Ultra Ball,Escaped
Rattata,Common,2,90,Sleep,Ultra Ball,Caught
Oddish,Common,27,6,Paralyze,Great Ball,Caught
Larvitar,Rare,21,84,None,Great Ball,Escaped
Rattata,Common,80,5,None,Great Ball,Escaped
Aerodactyl,Rare,70,20,None,Poke Ball,Escaped
Lapras,Rare,64,2,None,Ultra Ball,Escaped
Dratini,Rare,38,72,None,Poke Ball,Escaped
Sentret,Common,31,74,None,Poke Ball,Escaped
Oddish,Common,64,69,Paralyze,Ultra Ball,Caught
Rayquaza,Legendary,45,15,None,Great Ball,Escaped
Lapras,Rare,64,47,Sleep,Poke Ball,Escaped
Larvitar,Rare,63,76,None,Poke Ball,Escaped
Bidoof,Common,51,96,Paralyze,Ultra Ball,Caught
Bidoof,Common,4,7,Sleep,Poke Ball,Caught
Magikarp,Common,98,25,Poison,Ultra Ball,Caught
Weedle,Common,35,68,None,Great Ball,Escaped
Gible,Rare,93,34,Paralyze,Ultra Ball,Escaped
Gible,Rare,28,93,Sleep,Great Ball,Escaped
Geodude,Common,13,14,Paralyze,Great Ball,Caught
Zubat,Common,8,5,Paralyze,Ultra Ball,Caught
Rattata,Common,56,10,None,Great Ball,Caught
Ho-Oh,Legendary,53,69,None,Poke Ball,Escaped
Poliwag,Common,85,87,Paralyze,Poke Ball,Escaped
Pidgey,Common,53,26,None,Great Ball,Escaped
Zubat,Common,27,79,None,Great Ball,Escaped
Chansey,Rare,51,16,None,Poke Ball,Escaped
Zigzagoon,Common,66,100,None,Ultra Ball,Escaped
Scyther,Rare,86,3,Paralyze,Ultra Ball,Caught
Poliwag,Common,29,16,None,Poke Ball,Caught
Bidoof,Common,35,70,None,Great Ball,Escaped
Bidoof,Common,32,43,None,Poke Ball,Escaped
Chansey,Rare,17,64,None,Poke Ball,Escaped
Rattata,Common,99,33,Poison,Poke Ball,Escaped
Gible,Rare,53,29,Sleep,Poke Ball,Escaped
Weedle,Common,74,71,None,Ultra Ball,Escaped
Weedle,Common,16,71,None,Poke Ball,Escaped
Beldum,Rare,44,4,None,Ultra Ball,Escaped
Sentret,Common,75,78,None,Great Ball,Escaped
Beldum,Rare,79,65,Paralyze,Ultra Ball,Escaped
Bidoof,Common,92,6,Paralyze,Ultra Ball,Caught
Sentret,Common,74,5,None,Ultra Ball,Caught
Poliwag,Common,30,42,None,Ultra Ball,Caught
Gible,Rare,78,22,Poison,Great Ball,Escaped
Geodude,Common,70,62,Paralyze,Great Ball,Caught
Poliwag,Common,41,83,None,Poke Ball,Escaped
Magikarp,Common,99,2,None,Ultra Ball,Caught
Arcanine,Rare,92,17,Paralyze,Great Ball,Escaped
Bidoof,Common,32,77,Paralyze,Poke Ball,Escaped
Poliwag,Common,69,28,None,Great Ball,Escaped
Oddish,Common,40,80,Paralyze,Ultra Ball,Caught
Zapdos,Legendary,29,47,None,Ultra Ball,Escaped
Gible,Rare,96,79,Poison,Ultra Ball,Escaped
Zigzagoon,Common,87,45,None,Ultra Ball,Caught
Sentret,Common,37,44,None,Ultra Ball,Caught
Bagon,Rare,11,63,Paralyze,Ultra Ball,Caught
Zigzagoon,Common,33,80,Paralyze,Poke Ball,Escaped
Rattata,Common,84,65,None,Poke Ball,Escaped
Magikarp,Common,33,65,Paralyze,Ultra Ball,Caught
Snorlax,Rare,98,61,None,Ultra Ball,Escaped
Dratini,Rare,6,39,None,Great Ball,Escaped
Dratini,Rare,87,73,Paralyze,Poke Ball,Escaped
Arceus,Legendary,33,11,None,Poke Ball,Escaped
Bagon,Rare,49,27,None,Great Ball,Escaped
Lapras,Rare,54,52,None,Great Ball,Escaped
Ho-Oh,Legendary,17,82,Paralyze,Ultra Ball,Escaped
Caterpie,Common,17,66,None,Poke Ball,Escaped
Palkia,Legendary,97,59,None,Poke Ball,Escaped
Oddish,Common,82,83,Sleep,Poke Ball,Escaped
Ho-Oh,Legendary,16,83,None,Ultra Ball,Escaped
Sentret,Common,1,93,None,Poke Ball,Escaped
Weedle,Common,81,47,Paralyze,Poke Ball,Escaped
Pidgey,Common,72,84,None,Great Ball,Escaped
Magikarp,Common,98,94,None,Ultra Ball,Escaped
Caterpie,Common,5,96,Paralyze,Ultra Ball,Caught
Ho-Oh,Legendary,45,22,None,Poke Ball,Escaped
Pidgey,Common,55,23,Poison,Poke Ball,Escaped
Kyogre,Legendary,71,58,None,Poke Ball,Escaped
Rattata,Common,1,24,None,Great Ball,Escaped
Caterpie,Common,65,57,None,Poke Ball,Escaped
Poliwag,Common,17,45,None,Ultra Ball,Caught
Zigzagoon,Common,39,91,Sleep,Poke Ball,Escaped
Geodude,Common,56,8,Sleep,Poke Ball,Caught
Geodude,Common,2,45,None,Great Ball,Escaped
Oddish,Common,18,32,Poison,Poke Ball,Caught
Bagon,Rare,7,97,None,Great Ball,Escaped
Zigzagoon,Common,41,46,None,Great Ball,Escaped
Arcanine,Rare,45,45,None,Ultra Ball,Escaped
Rayquaza,Legendary,39,16,Poison,Ultra Ball,Escaped
Pidgey,Common,100,67,Paralyze,Ultra Ball,Caught
Snorlax,Rare,96,42,None,Ultra Ball,Escaped
Arcanine,Rare,72,42,Sleep,Great Ball,Escaped
Dratini,Rare,26,24,Poison,Ultra Ball,Escaped
Zigzagoon,Common,79,16,None,Ultra Ball,Caught
Articuno,Legendary,73,52,Sleep,Poke Ball,Escaped
Zubat,Common,23,31,None,Great Ball,Caught
Larvitar,Rare,27,53,None,Great Ball,Escaped
Geodude,Common,78,76,None,Ultra Ball,Escaped
Geodude,Common,69,22,Poison,Great Ball,Escaped
Dratini,Rare,2,69,Sleep,Poke Ball,Escaped
Chansey,Rare,28,97,None,Ultra Ball,Escaped
Groudon,Legendary,45,86,Sleep,Poke Ball,Escaped
Bagon,Rare,39,71,None,Ultra Ball,Escaped
Lapras,Rare,80,15,Sleep,Ultra Ball,Caught
Dialga,Legendary,93,74,Poison,Great Ball,Escaped
Zapdos,Legendary,28,6,Paralyze,Great Ball,Escaped
Bidoof,Common,12,17,None,Poke Ball,Escaped
Dratini,Rare,97,27,Poison,Poke Ball,Escaped
Geodude,Common,34,61,None,Great Ball,Escaped
Sentret,Common,38,61,None,Poke Ball,Escaped
Scyther,Rare,82,16,Sleep,Poke Ball,Escaped
Gyarados,Rare,45,96,None,Poke Ball,Escaped
Oddish,Common,22,1,Sleep,Great Ball,Caught
Poliwag,Common,34,87,None,Great Ball,Escaped
Zapdos,Legendary,73,86,Sleep,Ultra Ball,Escaped
Dratini,Rare,23,74,Sleep,Ultra Ball,Caught
Caterpie,Common,7,41,Paralyze,Poke Ball,Caught
Pidgey,Common,52,49,Paralyze,Poke Ball,Escaped
Arcanine,Rare,16,53,Paralyze,Poke Ball,Escaped
Groudon,Legendary,36,77,Paralyze,Ultra Ball,Escaped
Gyarados,Rare,49,49,Paralyze,Poke Ball,Escaped
Lapras,Rare,60,35,Poison,Ultra Ball,Escaped
Pidgey,Common,68,65,None,Poke Ball,Escaped
Bidoof,Common,93,81,None,Ultra Ball,Escaped
Sentret,Common,33,90,None,Great Ball,Escaped
Rattata,Common,25,17,Sleep,Great Ball,Caught
Rattata,Common,22,75,Paralyze,Poke Ball,Escaped
Scyther,Rare,10,98,None,Great Ball,Escaped
Magikarp,Common,75,12,None,Ultra Ball,Caught
Zubat,Common,34,23,None,Poke Ball,Escaped
Scyther,Rare,24,28,None,Poke Ball,Escaped
Caterpie,Common,13,64,None,Poke Ball,Escaped
Giratina,Legendary,13,100,Poison,Poke Ball,Escaped
Sentret,Common,15,27,None,Poke Ball,Escaped
Zubat,Common,31,58,Sleep,Ultra Ball,Caught
Weedle,Common,80,89,Poison,Great Ball,Escaped
Larvitar,Rare,71,97,None,Great Ball,Escaped
Lapras,Rare,31,42,Paralyze,Great Ball,Escaped
Rattata,Common,22,69,None,Poke Ball,Escaped
Pidgey,Common,78,40,None,Great Ball,Escaped
Bidoof,Common,23,98,None,Ultra Ball,Caught
Arcanine,Rare,80,41,None,Poke Ball,Escaped
Sentret,Common,49,59,Sleep,Ultra Ball,Caught
Bidoof,Common,91,22,None,Poke Ball,Escaped
Gible,Rare,52,89,None,Poke Ball,Escaped
Zubat,Common,90,16,None,Poke Ball,Escaped
Pidgey,Common,4,53,Poison,Great Ball,Caught
Bidoof,Common,86,35,Sleep,Great Ball,Caught
Poliwag,Common,19,2,None,Great Ball,Escaped
Rayquaza,Legendary,92,28,None,Ultra Ball,Escaped
Dratini,Rare,5,63,Poison,Great Ball,Escaped
Rattata,Common,78,69,None,Great Ball,Escaped
Aerodactyl,Rare,96,46,None,Ultra Ball,Escaped
Aerodactyl,Rare,31,60,None,Great Ball,Escaped
Lapras,Rare,50,21,None,Poke Ball,Escaped
Caterpie,Common,64,67,Sleep,Poke Ball,Escaped
Bagon,Rare,14,64,None,Great Ball,Escaped
Bagon,Rare,44,1,Paralyze,Ultra Ball,Caught
Pidgey,Common,9,8,Poison,Ultra Ball,Caught
Bidoof,Common,97,14,None,Ultra Ball,Caught
Chansey,Rare,21,94,Sleep,Great Ball,Escaped
Geodude,Common,34,20,None,Ultra Ball,Caught
Gyarados,Rare,25,58,Sleep,Great Ball,Escaped
Lapras,Rare,94,68,Paralyze,Ultra Ball,Escaped
Magikarp,Common,83,19,Sleep,Ultra Ball,Caught
Lapras,Rare,49,35,Paralyze,Ultra Ball,Escaped
Magikarp,Common,51,93,None,Great Ball,Escaped
Dratini,Rare,87,18,None,Great Ball,Escaped
Larvitar,Rare,48,27,Paralyze,Ultra Ball,Caught
Gible,Rare,92,34,None,Ultra Ball,Escaped
Beldum,Rare,88,8,None,Great Ball,Escaped
Zigzagoon,Common,97,42,None,Ultra Ball,Escaped
Weedle,Common,25,79,None,Poke Ball,Escaped
Bagon,Rare,83,67,None,Great Ball,Escaped
Poliwag,Common,46,56,Poison,Ultra Ball,Caught
Dratini,Rare,54,56,None,Ultra Ball,Escaped
Dratini,Rare,62,46,Poison,Ultra Ball,Caught
Snorlax,Rare,50,93,Sleep,Ultra Ball,Caught
Oddish,Common,22,90,None,Great Ball,Escaped
Lapras,Rare,81,41,None,Poke Ball,Escaped
Bagon,Rare,69,73,None,Great Ball,Escaped
Kyogre,Legendary,32,46,Sleep,Ultra Ball,Escaped
Zubat,Common,92,14,Paralyze,Poke Ball,Caught
Gyarados,Rare,30,51,None,Great Ball,Escaped
Caterpie,Common,35,26,None,Great Ball,Escaped
Lapras,Rare,53,60,None,Great Ball,Escaped
Zigzagoon,Common,44,99,Paralyze,Ultra Ball,Caught
Beldum,Rare,78,55,None,Ultra Ball,Escaped
Gyarados,Rare,63,98,Sleep,Great Ball,Escaped
Rattata,Common,30,99,None,Great Ball,Escaped
Pidgey,Common,94,7,None,Poke Ball,Escaped
Sentret,Common,29,57,Sleep,Great Ball,Caught
Rattata,Common,16,44,Sleep,Great Ball,Caught
Bagon,Rare,48,94,Poison,Great Ball,Escaped
Gyarados,Rare,55,13,Paralyze,Poke Ball,Escaped
Bidoof,Common,47,15,Sleep,Ultra Ball,Caught
Larvitar,Rare,28,40,Sleep,Great Ball,Escaped
Geodude,Common,24,90,Paralyze,Poke Ball,Escaped
Snorlax,Rare,58,23,None,Great Ball,Escaped
Mewtwo,Legendary,83,97,None,Poke Ball,Escaped
Weedle,Common,1,79,None,Great Ball,Escaped
Pidgey,Common,38,26,Sleep,Poke Ball,Caught
Lapras,Rare,70,91,None,Great Ball,Escaped
Weedle,Common,3,39,None,Great Ball,Caught
Larvitar,Rare,65,24,Sleep,Great Ball,Escaped
Sentret,Common,68,55,None,Poke Ball,Escaped
Weedle,Common,9,81,Poison,Poke Ball,Escaped
Poliwag,Common,63,46,Poison,Poke Ball,Escaped
Mewtwo,Legendary,9,85,Sleep,Great Ball,Escaped
Caterpie,Common,9,3,None,Ultra Ball,Caught
Chansey,Rare,13,77,Sleep,Ultra Ball,Caught
Mewtwo,Legendary,54,76,Paralyze,Great Ball,Escaped
Magikarp,Common,41,96,Paralyze,Poke Ball,Escaped
Caterpie,Common,63,9,None,Poke Ball,Escaped
Bagon,Rare,32,27,Paralyze,Poke Ball,Escaped
Zigzagoon,Common,74,11,None,Poke Ball,Escaped
Rattata,Common,94,24,None,Great Ball,Escaped
Dratini,Rare,41,27,None,Ultra Ball,Escaped
Snorlax,Rare,66,58,Paralyze,Poke Ball,Escaped
Zubat,Common,12,38,None,Ultra Ball,Caught
Geodude,Common,8,27,None,Poke Ball,Escaped
Poliwag,Common,16,44,Sleep,Poke Ball,Caught
Gyarados,Rare,54,72,None,Great Ball,Escaped
Sentret,Common,2,33,None,Great Ball,Escaped
Pidgey,Common,80,57,None,Great Ball,Escaped
Bidoof,Common,18,58,Paralyze,Ultra Ball,Caught
Lapras,Rare,89,52,None,Great Ball,Escaped
Rattata,Common,62,58,Paralyze,Poke Ball,Escaped
Geodude,Common,9,25,None,Great Ball,Caught
Rayquaza,Legendary,100,90,Paralyze,Ultra Ball,Escaped
Arceus,Legendary,69,18,Paralyze,Ultra Ball,Escaped
Caterpie,Common,50,17,None,Great Ball,Caught
Geodude,Common,99,43,Paralyze,Poke Ball,Escaped
Pidgey,Common,12,42,Sleep,Ultra Ball,Caught
Pidgey,Common,25,75,Sleep,Great Ball,Escaped
Rattata,Common,52,85,Poison,Great Ball,Escaped
Bagon,Rare,90,25,Paralyze,Great Ball,Escaped
Rattata,Common,11,7,None,Great Ball,Caught
Larvitar,Rare,19,4,None,Ultra Ball,Caught
Rattata,Common,61,30,Paralyze,Great Ball,Escaped
Sentret,Common,46,32,Sleep,Great Ball,Caught
Rattata,Common,17,85,None,Great Ball,Escaped
Lugia,Legendary,31,64,None,Great Ball,Escaped
Chansey,Rare,26,100,None,Ultra Ball,Escaped
Poliwag,Common,76,96,None,Poke Ball,Escaped
Poliwag,Common,14,3,Paralyze,Great Ball,Caught
Poliwag,Common,39,59,Poison,Great Ball,Escaped
Zubat,Common,65,61,Paralyze,Ultra Ball,Escaped
Zubat,Common,60,76,None,Poke Ball,Escaped
Weedle,Common,86,7,None,Poke Ball,Escaped
Zapdos,Legendary,82,70,Poison,Poke Ball,Escaped
Scyther,Rare,67,62,Sleep,Great Ball,Escaped
Arcanine,Rare,85,1,Sleep,Ultra Ball,Caught
Lapras,Rare,49,61,Sleep,Poke Ball,Escaped
Bidoof,Common,13,2,Paralyze,Poke Ball,Caught
Snorlax,Rare,47,57,None,Poke Ball,Escaped
Caterpie,Common,4,82,None,Poke Ball,Escaped
Poliwag,Common,80,62,Poison,Poke Ball,Escaped
Weedle,Common,57,13,Paralyze,Great Ball,Caught
Pidgey,Common,62,21,Sleep,Ultra Ball,Caught
Geodude,Common,20,2,Sleep,Great Ball,Caught
Bagon,Rare,11,91,None,Ultra Ball,Escaped
Oddish,Common,88,60,None,Great Ball,Escaped
Magikarp,Common,88,64,Sleep,Great Ball,Escaped
Zubat,Common,30,39,None,Ultra Ball,Caught
Beldum,Rare,44,28,None,Great Ball,Escaped
Arcanine,Rare,93,53,Paralyze,Ultra Ball,Escaped
Snorlax,Rare,96,30,Sleep,Ultra Ball,Caught
Scyther,Rare,34,11,None,Poke Ball,Escaped
Zigzagoon,Common,67,40,Sleep,Poke Ball,Caught
Arceus,Legendary,85,91,Poison,Great Ball,Escaped
Caterpie,Common,95,46,None,Great Ball,Escaped
Magikarp,Common,4,9,Paralyze,Ultra Ball,Caught
Pidgey,Common,55,35,None,Poke Ball,Escaped
Geodude,Common,99,46,Paralyze,Great Ball,Caught
Sentret,Common,22,8,Poison,Poke Ball,Caught
Bagon,Rare,57,29,Sleep,Ultra Ball,Caught
Sentret,Common,9,48,None,Great Ball,Escaped
Poliwag,Common,75,44,None,Poke Ball,Escaped
Gible,Rare,38,10,Paralyze,Poke Ball,Caught
Rayquaza,Legendary,16,81,None,Ultra Ball,Escaped
Chansey,Rare,92,70,None,Ultra Ball,Escaped
Sentret,Common,96,29,None,Poke Ball,Escaped
Sentret,Common,55,85,Sleep,Poke Ball,Escaped
Sentret,Common,48,58,Sleep,Poke Ball,Escaped
Oddish,Common,49,97,None,Ultra Ball,Escaped
Arcanine,Rare,45,98,Sleep,Great Ball,Escaped
Poliwag,Common,54,30,Paralyze,Ultra Ball,Caught
Pidgey,Common,54,9,Paralyze,Great Ball,Caught
Rattata,Common,60,84,Paralyze,Ultra Ball,Caught
Oddish,Common,58,26,Paralyze,Great Ball,Caught
Pidgey,Common,15,80,Sleep,Poke Ball,Escaped
Zubat,Common,33,31,None,Ultra Ball,Caught
Zigzagoon,Common,29,1,Paralyze,Ultra Ball,Caught
Pidgey,Common,66,19,None,Poke Ball,Escaped
Weedle,Common,77,48,Paralyze,Ultra Ball,Caught
Dratini,Rare,36,48,None,Poke Ball,Escaped
